lambda_angstroms A            Z   ion_stage lower_energy_Ev   lower_statweight  forbidden  lower_level               upper_level               upper_statweight  upper_energy_Ev   upper_has_permitted
          4452.5 6.350000E+05   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s2_2p_5g_3Go[4]                       9.00           50.0719                   1
          4452.5 2.820000E+07   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s2_2p_5g_3Go[5]                      11.00           50.0719                   1
          4443.7 9.860000E+05   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s2_2p_5g_3Fo[4]                       9.00           50.0775                   1
          4434.3 3.580000E+08   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s2_2p_5g_3Ho[6]                      13.00           50.0834                   1
          4434.3 6.390000E+06   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s2_2p_5g_1Ho[5]                      11.00           50.0834                   1
          3022.8 1.791300E+06   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s2_2p_6d_3Fo                         21.00           51.3886                   1
          2921.8 2.794800E+06   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s2_2p_6g_3Go                         27.00           51.5303                   1
          2918.8 4.544100E+07   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s2_2p_6g_3Ho                         33.00           51.5346                   1
          2918.2 5.009800E+04   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s2_2p_6g_3Fo                         21.00           51.5355                   1
          2451.6 1.004100E+06   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s2_2p_7d_3Fo                         21.00           52.3440                   1
          2408.9 1.312000E+06   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s2_2p_7g_3Go                         27.00           52.4336                   1
          2407.3 1.082500E+06   8         3             47.29           11.0000          1 2s2_2p_4f_3Ge[5]          2s2_2p_7i_3Z                         117.00           52.4370                   0
          2407.2 3.370600E+06   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s2_2p_7g_3Ho                         33.00           52.4371                   1
          2407.1 2.221300E+04   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s2_2p_7g_3Fo                         21.00           52.4374                   1
          2309.4 3.434000E+05   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s_2p2(2De)3p_3Fo                     21.00           52.6551                   1
          2184.7 5.243100E+05   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s2_2p_8d_3Fo                         21.00           52.9615                   1
          2162.4 7.338600E+05   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s2_2p_8g_3Go                         27.00           53.0200                   1
          2161.4 2.477600E+06   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s2_2p_8g_3Ho                         33.00           53.0227                   1
          2161.3 5.501600E+05   8         3             47.29           11.0000          1 2s2_2p_4f_3Ge[5]          2s2_2p_8i_3Z                         117.00           53.0228                   0
          2161.3 1.433200E+04   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s2_2p_8g_3Fo                         21.00           53.0229                   1
          2034.3 3.616200E+05   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s2_2p_9d_3Fo                         21.00           53.3809                   1
          2020.6 4.595900E+05   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s2_2p_9g_3Go                         27.00           53.4222                   1
          2020.0 3.739900E+05   8         3             47.29           11.0000          1 2s2_2p_4f_3Ge[5]          2s2_2p_9i_3Z                         117.00           53.4241                   0
          2019.9 1.326000E+06   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s2_2p_9g_3Ho                         33.00           53.4242                   1
          2019.9 8.916600E+03   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s2_2p_9g_3Fo                         21.00           53.4243                   1
          1939.8 2.532200E+05   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s2_2p_10d_3Fo                        21.00           53.6798                   1
          1930.7 3.070900E+05   8         3             47.29           11.0000          0 2s2_2p_4f_3Ge[5]          2s2_2p_10g_3Go                        27.00           53.7098                   1
          1930.3 2.624600E+05   8         3             47.29           11.0000          1 2s2_2p_4f_3Ge[5]          2s2_2p_10i_3Z                        117.00           53.7113                   0
          9297.4 1.834000E+05   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_5s_3Po[2]                       5.00           48.6278                   1
          4982.9 2.378900E+00   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_5d_3Fo[2]                       5.00           49.7821                   1
          4932.3 6.132000E+01   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_5d_3Fo[3]                       7.00           49.8076                   1
          4891.9 5.656900E+02   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_5d_3Fo[4]                       9.00           49.8284                   1
          4770.9 1.766200E+05   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_5d_3Do[2]                       5.00           49.8927                   1
          4743.3 1.027000E+06   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_5d_3Do[3]                       7.00           49.9078                   1
          4736.2 3.396300E+06   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_5d_3Po                          9.00           49.9117                   1
          4534.3 4.690000E+07   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_5g_1Go[4]                       9.00           50.0282                   1
          4534.3 2.220000E+06   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_5g_3Go[3]                       7.00           50.0282                   1
          4532.4 1.250000E+03   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_5g_3Ho[4]                       9.00           50.0294                   1
          4462.9 5.900000E+03   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_5g_3Go[4]                       9.00           50.0719                   1
          4454.0 2.670000E+08   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_5g_3Fo[4]                       9.00           50.0775                   1
          4454.0 1.310000E+07   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_5g_3Fo[3]                       7.00           50.0775                   1
          4437.5 2.250000E+06   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_5g_3Fo[2]                       5.00           50.0878                   1
          4437.5 3.170000E+07   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_5g_1Fo[3]                       7.00           50.0878                   1
          3618.0 2.127100E+04   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_6s_3Po                          9.00           50.7206                   1
          3027.6 7.608500E+01   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_6d_3Fo                         21.00           51.3886                   1
          2977.3 1.486600E+06   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_6d_3Po                          9.00           51.4578                   1
          2964.5 4.511600E+05   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_6d_3Do[3]                       7.00           51.4758                   1
          2964.5 7.895300E+04   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_6d_3Do[2]                       5.00           51.4758                   1
          2922.7 4.695700E+07   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_6g_3Fo                         21.00           51.5355                   1
          2672.0 9.739400E+03   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_7s_3Po                          9.00           51.9334                   1
          2454.7 1.454700E+01   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_7d_3Fo                         21.00           52.3440                   1
          2437.1 1.238300E+05   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_7d_3Do                         15.00           52.3804                   1
          2433.9 8.021500E+05   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_7d_3Po                          9.00           52.3871                   1
          2410.1 2.210500E+07   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_7g_3Fo                         21.00           52.4374                   1
          2312.2 3.478600E+03   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s_2p2(2De)3p_3Fo                     21.00           52.6551                   1
          2298.7 4.797100E+03   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_8s_3Po                          9.00           52.6866                   1
          2187.2 1.459600E+01   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_8d_3Fo                         21.00           52.9615                   1
          2178.2 8.102600E+04   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_8d_3Do                         15.00           52.9848                   1
          2176.9 4.906600E+05   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_8d_3Po                          9.00           52.9883                   1
          2163.7 1.245500E+07   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_8g_3Fo                         21.00           53.0229                   1
          2106.9 1.303800E+03   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_9s_3Po                          9.00           53.1774                   1
          2039.2 8.086800E+04   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s_2p2(2De)3p_3Po                      9.00           53.3728                   1
          2036.5 4.272500E+00   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_9d_3Fo                         21.00           53.3809                   1
          2031.1 5.161500E+04   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_9d_3Do                         15.00           53.3970                   1
          2028.7 2.477800E+05   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_9d_3Po                          9.00           53.4042                   1
          2022.0 7.800700E+06   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_9g_3Fo                         21.00           53.4243                   1
          1978.6 4.958300E+03   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_10s_3Po                         9.00           53.5609                   1
          1941.8 1.512800E+01   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_10d_3Fo                        21.00           53.6798                   1
          1938.3 3.607000E+04   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_10d_3Do                        15.00           53.6913                   1
          1937.5 2.222700E+05   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s2_2p_10d_3Po                         9.00           53.6938                   1
          1651.7 1.599100E+04   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s_2p2(4Pe)4p_3Do[2]                   5.00           54.8010                   1
          1632.4 9.466700E+04   8         3             47.29            7.0000          0 2s2_2p_4f_3De[3]          2s_2p2(4Pe)4p_3Do[3]                   7.00           54.8900                   1
          4563.4 4.333700E+06   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_5d_1Fo[3]                       7.00           50.0127                   1
          4537.5 5.030000E+05   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_5g_1Go[4]                       9.00           50.0282                   1
          4537.5 7.720000E+03   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_5g_3Go[3]                       7.00           50.0282                   1
          4535.6 1.590000E+06   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_5g_3Ho[4]                       9.00           50.0294                   1
          4535.6 4.000000E+06   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_5g_3Ho[5]                      11.00           50.0294                   1
          4466.0 2.200000E+07   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_5g_3Go[4]                       9.00           50.0719                   1
          4466.0 1.180000E+07   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_5g_3Go[5]                      11.00           50.0719                   1
          4457.1 8.520000E+05   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_5g_3Fo[4]                       9.00           50.0775                   1
          4457.1 6.900000E+05   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_5g_3Fo[3]                       7.00           50.0775                   1
          4447.7 3.360000E+08   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_5g_1Ho[5]                      11.00           50.0834                   1
          4440.6 3.220000E+04   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_5g_1Fo[3]                       7.00           50.0878                   1
          2944.2 1.978000E+06   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_6d_1Fo                          7.00           51.5065                   1
          2927.6 6.765300E+06   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_6g_1Go                          9.00           51.5303                   1
          2924.6 1.099500E+08   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_6g_1Ho                         11.00           51.5347                   1
          2923.8 2.027900E+05   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_6g_1Fo                          7.00           51.5358                   1
          2412.9 3.141300E+06   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_7g_1Go                          9.00           52.4335                   1
          2411.2 5.561300E+06   8         3             47.30            9.0000          1 2s2_2p_4f_1Ge[4]          2s2_2p_7i_1Z                          39.00           52.4370                   0
          2411.2 2.345500E+07   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_7g_1Ho                         11.00           52.4371                   1
          2410.9 9.281900E+04   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_7g_1Fo                          7.00           52.4377                   1
          2408.5 1.279000E+06   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_7d_1Fo[3]                       7.00           52.4427                   1
          2296.7 4.386900E+05   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s_2p2(2De)3p_1Fo[3]                   7.00           52.6933                   1
          2184.1 1.727900E+06   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_8d_1Fo                          7.00           52.9715                   1
          2165.6 1.746200E+06   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_8g_1Go                          9.00           53.0199                   1
          2164.6 7.678300E+06   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_8g_1Ho                         11.00           53.0227                   1
          2164.5 2.169400E+06   8         3             47.30            9.0000          1 2s2_2p_4f_1Ge[4]          2s2_2p_8i_1Z                          39.00           53.0228                   0
          2164.4 4.616300E+04   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_8g_1Fo                          7.00           53.0230                   1
          2023.4 1.090400E+06   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_9g_1Go                          9.00           53.4221                   1
          2022.7 1.390100E+06   8         3             47.30            9.0000          1 2s2_2p_4f_1Ge[4]          2s2_2p_9i_1Z                          39.00           53.4241                   0
          2022.7 4.913900E+06   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_9g_1Ho                         11.00           53.4242                   1
          2022.7 4.985900E+03   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_9g_1Fo                          7.00           53.4243                   1
          2022.0 1.726500E+05   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_9d_1Fo                          7.00           53.4264                   1
          1933.3 1.412500E+05   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_10d_1Fo                         7.00           53.7098                   1
          1933.3 7.311100E+05   8         3             47.30            9.0000          0 2s2_2p_4f_1Ge[4]          2s2_2p_10g_1Go                         9.00           53.7098                   1
          1932.8 9.443500E+05   8         3             47.30            9.0000          1 2s2_2p_4f_1Ge[4]          2s2_2p_10i_1Z                         39.00           53.7113                   0
          9575.9 1.498700E+05   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_5s_3Po[1]                       3.00           48.5916                   1
          9315.6 3.255800E+04   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_5s_3Po[2]                       5.00           48.6278                   1
          4988.1 8.300000E+01   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_5d_3Fo[2]                       5.00           49.7821                   1
          4937.4 4.890500E+02   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_5d_3Fo[3]                       7.00           49.8076                   1
          4789.7 2.805100E+05   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_5d_3Do[1]                       3.00           49.8850                   1
          4775.7 7.861200E+05   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_5d_3Do[2]                       5.00           49.8927                   1
          4748.0 1.279900E+05   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_5d_3Do[3]                       7.00           49.9078                   1
          4740.9 2.421100E+06   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_5d_3Po                          9.00           49.9117                   1
          4538.6 4.450000E+07   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_5g_3Go[3]                       7.00           50.0282                   1
          4458.2 2.480000E+08   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_5g_3Fo[3]                       7.00           50.0775                   1
          4441.6 3.910000E+07   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_5g_3Fo[2]                       5.00           50.0878                   1
          4441.6 1.010000E+06   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_5g_1Fo[3]                       7.00           50.0878                   1
          3620.7 1.517100E+04   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_6s_3Po                          9.00           50.7206                   1
          3029.5 5.427700E+01   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_6d_3Fo                         21.00           51.3886                   1
          2979.1 1.060500E+06   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_6d_3Po                          9.00           51.4578                   1
          2966.3 5.629200E+04   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_6d_3Do[3]                       7.00           51.4758                   1
          2966.3 3.518100E+05   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_6d_3Do[2]                       5.00           51.4758                   1
          2966.3 1.266500E+05   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_6d_3Do[1]                       3.00           51.4758                   1
          2924.5 3.349900E+07   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_6g_3Fo                         21.00           51.5355                   1
          2673.5 6.948900E+03   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_7s_3Po                          9.00           51.9334                   1
          2456.0 1.038000E+01   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_7d_3Fo                         21.00           52.3440                   1
          2438.4 8.836100E+04   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_7d_3Do                         15.00           52.3804                   1
          2435.2 5.723800E+05   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_7d_3Po                          9.00           52.3871                   1
          2411.3 1.577300E+07   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_7g_3Fo                         21.00           52.4374                   1
          2313.3 2.482300E+03   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s_2p2(2De)3p_3Fo                     21.00           52.6551                   1
          2299.8 3.423200E+03   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_8s_3Po                          9.00           52.6866                   1
          2188.2 1.041600E+01   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_8d_3Fo                         21.00           52.9615                   1
          2179.2 5.782300E+04   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_8d_3Do                         15.00           52.9848                   1
          2177.9 3.501500E+05   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_8d_3Po                          9.00           52.9883                   1
          2164.7 8.888500E+06   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_8g_3Fo                         21.00           53.0229                   1
          2107.9 9.304500E+02   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_9s_3Po                          9.00           53.1774                   1
          2040.0 5.771300E+04   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s_2p2(2De)3p_3Po                      9.00           53.3728                   1
          2037.3 3.049200E+00   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_9d_3Fo                         21.00           53.3809                   1
          2031.9 3.683600E+04   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_9d_3Do                         15.00           53.3970                   1
          2029.5 1.768400E+05   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_9d_3Po                          9.00           53.4042                   1
          2022.9 5.567200E+06   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_9g_3Fo                         21.00           53.4243                   1
          1979.4 3.538700E+03   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_10s_3Po                         9.00           53.5609                   1
          1942.5 1.079700E+01   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_10d_3Fo                        21.00           53.6798                   1
          1939.0 2.574300E+04   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_10d_3Do                        15.00           53.6913                   1
          1938.3 1.586300E+05   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s2_2p_10d_3Po                         9.00           53.6938                   1
          1666.0 2.504200E+04   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s_2p2(4Pe)4p_3Do[1]                   3.00           54.7390                   1
          1652.3 7.131400E+04   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s_2p2(4Pe)4p_3Do[2]                   5.00           54.8010                   1
          1632.9 1.182100E+04   8         3             47.30            5.0000          0 2s2_2p_4f_3De[2]          2s_2p2(4Pe)4p_3Do[3]                   7.00           54.8900                   1
          9794.6 1.867400E+05   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_5s_3Po[0]                       1.00           48.5808                   1
          9711.7 4.789100E+04   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_5s_3Po[1]                       3.00           48.5916                   1
          9444.1 2.083100E+03   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_5s_3Po[2]                       5.00           48.6278                   1
          5024.7 4.384700E+02   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_5d_3Fo[2]                       5.00           49.7821                   1
          4823.5 8.239900E+05   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_5d_3Do[1]                       3.00           49.8850                   1
          4809.2 1.662700E+05   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_5d_3Do[2]                       5.00           49.8927                   1
          4773.9 1.432600E+06   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_5d_3Po                          9.00           49.9117                   1
          4470.6 2.700000E+08   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_5g_3Fo[2]                       5.00           50.0878                   1
          3640.0 9.006300E+03   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_6s_3Po                          9.00           50.7206                   1
          3043.0 3.227900E+01   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_6d_3Fo                         21.00           51.3886                   1
          2992.2 6.308000E+05   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_6d_3Po                          9.00           51.4578                   1
          2979.2 7.500600E+04   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_6d_3Do[2]                       5.00           51.4758                   1
          2979.2 3.750400E+05   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_6d_3Do[1]                       3.00           51.4758                   1
          2937.0 1.992800E+07   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_6g_3Fo                         21.00           51.5355                   1
          2684.0 4.136900E+03   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_7s_3Po                          9.00           51.9334                   1
          2464.8 6.183500E+00   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_7d_3Fo                         21.00           52.3440                   1
          2447.1 5.264000E+04   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_7d_3Do                         15.00           52.3804                   1
          2443.8 3.409900E+05   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_7d_3Po                          9.00           52.3871                   1
          2419.8 9.397200E+06   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_7g_3Fo                         21.00           52.4374                   1
          2321.2 1.479300E+03   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s_2p2(2De)3p_3Fo                     21.00           52.6551                   1
          2307.6 2.040100E+03   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_8s_3Po                          9.00           52.6866                   1
          2195.2 6.209900E+00   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_8d_3Fo                         21.00           52.9615                   1
          2186.2 3.447300E+04   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_8d_3Do                         15.00           52.9848                   1
          2184.8 2.087500E+05   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_8d_3Po                          9.00           52.9883                   1
          2171.6 5.299400E+06   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_8g_3Fo                         21.00           53.0229                   1
          2114.4 5.548400E+02   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_9s_3Po                          9.00           53.1774                   1
          2046.1 3.442200E+04   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s_2p2(2De)3p_3Po                      9.00           53.3728                   1
          2043.4 1.818600E+00   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_9d_3Fo                         21.00           53.3809                   1
          2038.0 2.197100E+04   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_9d_3Do                         15.00           53.3970                   1
          2035.6 1.054700E+05   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_9d_3Po                          9.00           53.4042                   1
          2028.9 3.320600E+06   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_9g_3Fo                         21.00           53.4243                   1
          1985.2 2.111000E+03   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_10s_3Po                         9.00           53.5609                   1
          1948.1 6.441500E+00   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_10d_3Fo                        21.00           53.6798                   1
          1944.5 1.535900E+04   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_10d_3Do                        15.00           53.6913                   1
          1943.8 9.464300E+04   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s2_2p_10d_3Po                         9.00           53.6938                   1
          1670.1 7.457800E+04   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s_2p2(4Pe)4p_3Do[1]                   3.00           54.7390                   1
          1656.3 1.529200E+04   8         3             47.32            3.0000          0 2s2_2p_4f_3De[1]          2s_2p2(4Pe)4p_3Do[2]                   5.00           54.8010                   1
