lambda_angstroms A            Z   ion_stage lower_energy_Ev   lower_statweight  forbidden  lower_level               upper_level               upper_statweight  upper_energy_Ev   upper_has_permitted
         12714.2 1.949900E+03   8         2             33.29            4.0000          0 2s2_2p2(3Pe)6p_4Do[3/2]   2s2_2p2(3Pe)8d_4Pe                    12.00           34.2604                   1
         12627.1 1.361700E+01   8         2             33.29            4.0000          0 2s2_2p2(3Pe)6p_4Do[3/2]   2s2_2p2(3Pe)8g_4Fe                    28.00           34.2671                   1
         12192.7 3.022800E+05   8         2             33.29            4.0000          0 2s2_2p2(3Pe)6p_4Do[3/2]   2s2_2p2(3Pe)9s_4Pe                    12.00           34.3021                   1
         10826.3 1.093100E+03   8         2             33.29            4.0000          0 2s2_2p2(3Pe)6p_4Do[3/2]   2s2_2p2(3Pe)9d_4Fe                    28.00           34.4304                   1
         10778.2 2.130300E+03   8         2             33.29            4.0000          0 2s2_2p2(3Pe)6p_4Do[3/2]   2s2_2p2(3Pe)9d_4De                    20.00           34.4355                   1
         10735.2 7.461900E+02   8         2             33.29            4.0000          0 2s2_2p2(3Pe)6p_4Do[3/2]   2s2_2p2(3Pe)9d_4Pe                    12.00           34.4401                   1
         10676.5 1.661900E+01   8         2             33.29            4.0000          0 2s2_2p2(3Pe)6p_4Do[3/2]   2s2_2p2(3Pe)9g_4Fe                    28.00           34.4464                   1
         10460.1 2.065700E+05   8         2             33.29            4.0000          0 2s2_2p2(3Pe)6p_4Do[3/2]   2s2_2p2(3Pe)10s_4Pe                   12.00           34.4705                   1
          9703.0 5.077700E+01   8         2             33.29            4.0000          0 2s2_2p2(3Pe)6p_4Do[3/2]   2s2_2p2(3Pe)10d_4Fe                   28.00           34.5629                   1
          9675.6 8.340900E+02   8         2             33.29            4.0000          0 2s2_2p2(3Pe)6p_4Do[3/2]   2s2_2p2(3Pe)10d_4De                   20.00           34.5665                   1
          9652.2 5.130200E+02   8         2             33.29            4.0000          0 2s2_2p2(3Pe)6p_4Do[3/2]   2s2_2p2(3Pe)10d_4Pe                   12.00           34.5697                   1
          9614.9 1.577000E+01   8         2             33.29            4.0000          0 2s2_2p2(3Pe)6p_4Do[3/2]   2s2_2p2(3Pe)10g_4Fe                   28.00           34.5746                   1
         44482.1 2.857700E+06   8         2             33.29           12.0000          0 2s2_2p2(3Pe)6p_4Po        2s2_2p2(3Pe)6d_4De                    20.00           33.5672                   1
         44049.2 1.853800E+06   8         2             33.29           12.0000          0 2s2_2p2(3Pe)6p_4Po        2s2_2p2(3Pe)6d_4Pe                    12.00           33.5699                   1
         32024.2 2.659000E+06   8         2             33.29           12.0000          0 2s2_2p2(3Pe)6p_4Po        2s2_2p2(3Pe)7s_4Pe                    12.00           33.6756                   1
         18234.2 2.130000E+04   8         2             33.29           12.0000          0 2s2_2p2(3Pe)6p_4Po        2s2_2p2(3Pe)7d_4Pe                    12.00           33.9683                   1
         17851.8 2.645800E+05   8         2             33.29           12.0000          0 2s2_2p2(3Pe)6p_4Po        2s2_2p2(3Pe)7d_4De                    20.00           33.9829                   1
         16546.8 1.617200E+06   8         2             33.29           12.0000          0 2s2_2p2(3Pe)6p_4Po        2s2_2p2(3Pe)8s_4Pe                    12.00           34.0376                   1
         15515.7 3.451600E+04   8         2             33.29           12.0000          0 2s2_2p2(3Pe)6p_4Po        2s2_2p3(5So)3p_4Pe                    12.00           34.0874                   1
         12869.3 5.171800E+04   8         2             33.29           12.0000          0 2s2_2p2(3Pe)6p_4Po        2s2_2p2(3Pe)8d_4De                    20.00           34.2517                   1
         12753.9 1.810200E+05   8         2             33.29           12.0000          0 2s2_2p2(3Pe)6p_4Po        2s2_2p2(3Pe)8d_4Pe                    12.00           34.2604                   1
         12229.3 6.451100E+05   8         2             33.29           12.0000          0 2s2_2p2(3Pe)6p_4Po        2s2_2p2(3Pe)9s_4Pe                    12.00           34.3021                   1
         10806.8 1.200400E+04   8         2             33.29           12.0000          0 2s2_2p2(3Pe)6p_4Po        2s2_2p2(3Pe)9d_4De                    20.00           34.4355                   1
         10763.6 6.016700E+04   8         2             33.29           12.0000          0 2s2_2p2(3Pe)6p_4Po        2s2_2p2(3Pe)9d_4Pe                    12.00           34.4401                   1
         10487.0 4.751200E+05   8         2             33.29           12.0000          0 2s2_2p2(3Pe)6p_4Po        2s2_2p2(3Pe)10s_4Pe                   12.00           34.4705                   1
          9698.6 2.696300E+03   8         2             33.29           12.0000          0 2s2_2p2(3Pe)6p_4Po        2s2_2p2(3Pe)10d_4De                   20.00           34.5665                   1
          9675.1 2.716600E+04   8         2             33.29           12.0000          0 2s2_2p2(3Pe)6p_4Po        2s2_2p2(3Pe)10d_4Pe                   12.00           34.5697                   1
         48777.8 8.546300E+05   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)6d_4Fe                    28.00           33.5498                   1
         45647.9 2.523900E+05   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)6d_4De                    20.00           33.5672                   1
         45192.2 9.520700E+03   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)6d_4Pe                    12.00           33.5699                   1
         40357.7 1.878500E+02   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)6g_4Fe                    28.00           33.6028                   1
         32624.1 1.261400E+06   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)7s_4Pe                    12.00           33.6756                   1
         18427.1 5.508500E+03   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)7d_4Pe                    12.00           33.9683                   1
         18328.8 7.468400E+04   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)7d_4Fe                    28.00           33.9719                   1
         18036.7 3.452400E+04   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)7d_4De                    20.00           33.9829                   1
         17458.1 3.589300E+00   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)7g_4Fe                    28.00           34.0056                   1
         16705.5 4.046700E+05   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)8s_4Pe                    12.00           34.0376                   1
         15655.2 2.619800E+05   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p3(5So)3p_4Pe                    12.00           34.0874                   1
         13063.7 1.145900E+04   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)8d_4Fe                    28.00           34.2445                   1
         12965.1 9.192800E+03   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)8d_4De                    20.00           34.2517                   1
         12848.0 2.864200E+03   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)8d_4Pe                    12.00           34.2604                   1
         12759.1 2.000500E+01   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)8g_4Fe                    28.00           34.2671                   1
         12315.8 4.444000E+05   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)9s_4Pe                    12.00           34.3021                   1
         10923.1 1.610700E+03   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)9d_4Fe                    28.00           34.4304                   1
         10874.2 3.139300E+03   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)9d_4De                    20.00           34.4355                   1
         10830.5 1.099700E+03   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)9d_4Pe                    12.00           34.4401                   1
         10770.8 2.449400E+01   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)9g_4Fe                    28.00           34.4464                   1
         10550.5 3.045700E+05   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)10s_4Pe                   12.00           34.4705                   1
          9780.7 7.495900E+01   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)10d_4Fe                   28.00           34.5629                   1
          9752.9 1.231400E+03   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)10d_4De                   20.00           34.5665                   1
          9729.1 7.574000E+02   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)10d_4Pe                   12.00           34.5697                   1
          9691.2 2.328400E+01   8         2             33.30            6.0000          0 2s2_2p2(3Pe)6p_4Do[5/2]   2s2_2p2(3Pe)10g_4Fe                   28.00           34.5746                   1
         52480.5 9.843900E+05   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)6d_4Fe                    28.00           33.5498                   1
         48874.9 2.935500E+05   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)6d_4De                    20.00           33.5672                   1
         48352.9 1.108900E+04   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)6d_4Pe                    12.00           33.5699                   1
         42859.5 2.220800E+02   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)6g_4Fe                    28.00           33.6028                   1
         34239.8 1.526900E+06   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)7s_4Pe                    12.00           33.6756                   1
         18931.7 6.958300E+03   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)7d_4Pe                    12.00           33.9683                   1
         18827.9 9.436900E+04   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)7d_4Fe                    28.00           33.9719                   1
         18519.8 4.366200E+04   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)7d_4De                    20.00           33.9829                   1
         17910.4 4.547100E+00   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)7g_4Fe                    28.00           34.0056                   1
         17119.2 5.138000E+05   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)8s_4Pe                    12.00           34.0376                   1
         16017.9 3.336600E+05   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p3(5So)3p_4Pe                    12.00           34.0874                   1
         13315.3 1.470600E+04   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)8d_4Fe                    28.00           34.2445                   1
         13212.8 1.180200E+04   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)8d_4De                    20.00           34.2517                   1
         13091.3 3.678300E+03   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)8d_4Pe                    12.00           34.2604                   1
         12999.0 2.569800E+01   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)8g_4Fe                    28.00           34.2671                   1
         12539.1 5.716100E+05   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)9s_4Pe                    12.00           34.3021                   1
         11098.5 2.080300E+03   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)9d_4Fe                    28.00           34.4304                   1
         11048.0 4.055100E+03   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)9d_4De                    20.00           34.4355                   1
         11002.9 1.420700E+03   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)9d_4Pe                    12.00           34.4401                   1
         10941.2 3.164900E+01   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)9g_4Fe                    28.00           34.4464                   1
         10714.0 3.937900E+05   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)10s_4Pe                   12.00           34.4705                   1
          9921.1 9.713800E+01   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)10d_4Fe                   28.00           34.5629                   1
          9892.5 1.595800E+03   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)10d_4De                   20.00           34.5665                   1
          9868.0 9.816500E+02   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)10d_4Pe                   12.00           34.5697                   1
          9829.0 3.018100E+01   8         2             33.31            8.0000          0 2s2_2p2(3Pe)6p_4Do[7/2]   2s2_2p2(3Pe)10g_4Fe                   28.00           34.5746                   1
         60654.9 9.109800E+05   8         2             33.37            4.0000          0 2s2_2p2(3Pe)6p_4So        2s2_2p2(3Pe)6d_4Pe                    12.00           33.5699                   1
         39982.1 9.872400E+05   8         2             33.37            4.0000          0 2s2_2p2(3Pe)6p_4So        2s2_2p2(3Pe)7s_4Pe                    12.00           33.6756                   1
         20564.8 3.204200E+04   8         2             33.37            4.0000          0 2s2_2p2(3Pe)6p_4So        2s2_2p2(3Pe)7d_4Pe                    12.00           33.9683                   1
         18443.6 1.152500E+05   8         2             33.37            4.0000          0 2s2_2p2(3Pe)6p_4So        2s2_2p2(3Pe)8s_4Pe                    12.00           34.0376                   1
         17171.6 4.671300E+05   8         2             33.37            4.0000          0 2s2_2p2(3Pe)6p_4So        2s2_2p3(5So)3p_4Pe                    12.00           34.0874                   1
         13851.9 3.313200E+04   8         2             33.37            4.0000          0 2s2_2p2(3Pe)6p_4So        2s2_2p2(3Pe)8d_4Pe                    12.00           34.2604                   1
         13235.2 2.804600E+05   8         2             33.37            4.0000          0 2s2_2p2(3Pe)6p_4So        2s2_2p2(3Pe)9s_4Pe                    12.00           34.3021                   1
         11535.2 5.071100E+04   8         2             33.37            4.0000          0 2s2_2p2(3Pe)6p_4So        2s2_2p2(3Pe)9d_4Pe                    12.00           34.4401                   1
         11218.2 1.737000E+05   8         2             33.37            4.0000          0 2s2_2p2(3Pe)6p_4So        2s2_2p2(3Pe)10s_4Pe                   12.00           34.4705                   1
         10294.1 5.125600E+04   8         2             33.37            4.0000          0 2s2_2p2(3Pe)6p_4So        2s2_2p2(3Pe)10d_4Pe                   12.00           34.5697                   1
         61975.9 2.761400E+02   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(3Pe)6d_2Pe                     6.00           33.5712                   1
         60105.8 1.627400E+06   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(3Pe)6d_2Fe                    14.00           33.5774                   1
         53517.1 3.304400E+03   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(3Pe)6g_2Fe                    14.00           33.6028                   1
         53345.1 5.879000E+05   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(3Pe)6d_2De                    10.00           33.6035                   1
         37231.9 4.047000E+06   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(3Pe)7s_2Pe                     6.00           33.7041                   1
         20450.8 3.028600E+05   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(3Pe)7d_2Fe                    14.00           33.9773                   1
         20226.5 2.780800E+03   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(3Pe)7d_2Pe                     6.00           33.9840                   1
         19586.1 3.227200E+04   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(3Pe)7d_2De                    10.00           34.0040                   1
         19536.1 4.446100E+02   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(3Pe)7g_2Fe                    14.00           34.0056                   1
         17903.1 1.820300E+06   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(1De)4d_2Fe[5/2]                6.00           34.0635                   1
         17773.3 1.860500E+06   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(1De)4d_2Fe[7/2]                8.00           34.0686                   1
         17731.0 1.880200E+06   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(3Pe)8s_2Pe                     6.00           34.0702                   1
         17358.2 4.040600E+05   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(1De)4d_2De[3/2]                4.00           34.0852                   1
         17322.1 4.065900E+05   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(1De)4d_2De[5/2]                6.00           34.0867                   1
         15433.9 4.101500E+05   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(1De)4d_2Pe                     6.00           34.1743                   1
         14643.0 8.530800E+04   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(1Se)3d_2De[3/2]                4.00           34.2176                   1
         14449.6 8.878500E+04   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(1Se)3d_2De[5/2]                6.00           34.2290                   1
         14007.8 5.740700E+04   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(3Pe)8d_2Pe                     6.00           34.2560                   1
         13992.0 9.639100E+04   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(3Pe)8d_2De                    10.00           34.2570                   1
         13933.3 1.034100E+03   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(3Pe)8d_2Fe                    14.00           34.2608                   1
         13834.6 1.900500E+02   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(3Pe)8g_2Fe                    14.00           34.2671                   1
         13191.4 1.102400E+06   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(3Pe)9s_2Pe                     6.00           34.3108                   1
         11626.8 2.037900E+04   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(3Pe)9d_2Pe                     6.00           34.4372                   1
         11588.9 1.512600E+04   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(3Pe)9d_2Fe                    14.00           34.4407                   1
         11527.2 3.403000E+02   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(3Pe)9g_2Fe                    14.00           34.4464                   1
         11509.9 2.247800E+02   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(3Pe)9d_2De                    10.00           34.4481                   1
         11206.8 7.406200E+05   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(3Pe)10s_2Pe                    6.00           34.4772                   1
         11123.3 2.760100E+06   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(1De)5s_2De[3/2]                4.00           34.4855                   1
         11122.9 2.760400E+06   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(1De)5s_2De[5/2]                6.00           34.4855                   1
         10358.3 1.413700E+04   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(3Pe)10d_2Pe                    6.00           34.5678                   1
         10337.9 2.607500E+04   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(3Pe)10d_2Fe                   14.00           34.5702                   1
         10299.4 3.118200E+02   8         2             33.37           10.0000          0 2s2_2p2(3Pe)6p_2Do        2s2_2p2(3Pe)10g_2Fe                   14.00           34.5746                   1
         77566.4 4.430400E+05   8         2             33.41            6.0000          0 2s2_2p2(3Pe)6p_2Po        2s2_2p2(3Pe)6d_2Pe                     6.00           33.5712                   1
         64504.7 1.000400E+06   8         2             33.41            6.0000          0 2s2_2p2(3Pe)6p_2Po        2s2_2p2(3Pe)6d_2De                    10.00           33.6035                   1
         42344.9 1.499000E+06   8         2             33.41            6.0000          0 2s2_2p2(3Pe)6p_2Po        2s2_2p2(3Pe)7s_2Pe                     6.00           33.7041                   1
         21646.4 1.402000E+05   8         2             33.41            6.0000          0 2s2_2p2(3Pe)6p_2Po        2s2_2p2(3Pe)7d_2Pe                     6.00           33.9840                   1
         20914.6 3.595100E+04   8         2             33.41            6.0000          0 2s2_2p2(3Pe)6p_2Po        2s2_2p2(3Pe)7d_2De                    10.00           34.0040                   1
         18812.9 7.058700E+05   8         2             33.41            6.0000          0 2s2_2p2(3Pe)6p_2Po        2s2_2p2(3Pe)8s_2Pe                     6.00           34.0702                   1
         18393.7 1.000900E+06   8         2             33.41            6.0000          0 2s2_2p2(3Pe)6p_2Po        2s2_2p2(1De)4d_2De[3/2]                4.00           34.0852                   1
         18353.2 1.007500E+06   8         2             33.41            6.0000          0 2s2_2p2(3Pe)6p_2Po        2s2_2p2(1De)4d_2De[5/2]                6.00           34.0867                   1
         16247.2 2.737900E+06   8         2             33.41            6.0000          0 2s2_2p2(3Pe)6p_2Po        2s2_2p2(1De)4d_2Pe                     6.00           34.1743                   1
         15373.1 1.200900E+05   8         2             33.41            6.0000          0 2s2_2p2(3Pe)6p_2Po        2s2_2p2(1Se)3d_2De[3/2]                4.00           34.2176                   1
         15343.4 3.107900E+06   8         2             33.41            6.0000          0 2s2_2p2(3Pe)6p_2Po        2s2_2p2(1De)4d_2Se[1/2]                2.00           34.2192                   1
         15160.0 1.252200E+05   8         2             33.41            6.0000          0 2s2_2p2(3Pe)6p_2Po        2s2_2p2(1Se)3d_2De[5/2]                6.00           34.2290                   1
         14674.4 1.797200E+01   8         2             33.41            6.0000          0 2s2_2p2(3Pe)6p_2Po        2s2_2p2(3Pe)8d_2Pe                     6.00           34.2560                   1
         14657.1 1.330100E+04   8         2             33.41            6.0000          0 2s2_2p2(3Pe)6p_2Po        2s2_2p2(3Pe)8d_2De                    10.00           34.2570                   1
         13781.0 3.811500E+05   8         2             33.41            6.0000          0 2s2_2p2(3Pe)6p_2Po        2s2_2p2(3Pe)9s_2Pe                     6.00           34.3108                   1
         12082.4 4.591800E+04   8         2             33.41            6.0000          0 2s2_2p2(3Pe)6p_2Po        2s2_2p2(3Pe)9d_2Pe                     6.00           34.4372                   1
         11956.2 5.804700E+04   8         2             33.41            6.0000          0 2s2_2p2(3Pe)6p_2Po        2s2_2p2(3Pe)9d_2De                    10.00           34.4481                   1
         11629.5 2.663600E+05   8         2             33.41            6.0000          0 2s2_2p2(3Pe)6p_2Po        2s2_2p2(3Pe)10s_2Pe                    6.00           34.4772                   1
         11539.5 1.106300E+06   8         2             33.41            6.0000          0 2s2_2p2(3Pe)6p_2Po        2s2_2p2(1De)5s_2De[3/2]                4.00           34.4855                   1
         11539.1 1.106400E+06   8         2             33.41            6.0000          0 2s2_2p2(3Pe)6p_2Po        2s2_2p2(1De)5s_2De[5/2]                6.00           34.4855                   1
         10718.4 5.096800E+04   8         2             33.41            6.0000          0 2s2_2p2(3Pe)6p_2Po        2s2_2p2(3Pe)10d_2Pe                    6.00           34.5678                   1
          7847.7 1.127900E+06   8         2             33.41            6.0000          0 2s2_2p2(3Pe)6p_2Po        2s2_2p2(1Se)4s_2Se[1/2]                2.00           34.9908                   1
        260700.0 1.215800E+02   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)6f_4Do                    20.00           33.5973                   1
        249000.0 3.118400E+04   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)6f_4Go                    36.00           33.5995                   1
        227900.0 1.374200E+02   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)6h_4Go                    36.00           33.6041                   1
        217900.0 5.333900E+03   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)6f_4Fo                    28.00           33.6066                   1
         47539.3 2.643000E+06   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)7p_4Do[1/2]                2.00           33.8105                   1
         46905.9 2.751600E+06   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)7p_4Do[3/2]                4.00           33.8140                   1
         45636.1 2.987600E+06   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)7p_4Do[5/2]                6.00           33.8214                   1
         42158.6 3.789700E+06   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)7p_4Do[7/2]                8.00           33.8438                   1
         27391.4 1.529600E+04   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)7f_4Do                    20.00           34.0023                   1
         27308.8 3.215300E+06   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)7f_4Go                    36.00           34.0036                   1
         27130.3 2.752800E+04   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)7h_4Go                    36.00           34.0066                   1
         27049.2 3.364500E+05   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)7f_4Fo                    28.00           34.0080                   1
         21195.0 1.057600E+06   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)8p_4Do                    20.00           34.1346                   1
         17330.0 1.097400E+04   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)8f_4Do                    20.00           34.2650                   1
         17311.9 2.474700E+06   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)8f_4Go                    36.00           34.2657                   1
         17260.9 2.957400E+04   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)8h_4Go                    36.00           34.2679                   1
         17240.0 2.653700E+05   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)8f_4Fo                    28.00           34.2687                   1
         15400.5 6.376500E+05   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)9p_4Do                    20.00           34.3546                   1
         13848.1 8.130700E+03   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)9f_4Do                    20.00           34.4448                   1
         13838.4 1.795700E+06   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)9f_4Go                    36.00           34.4455                   1
         13815.4 2.668500E+04   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)9h_4Go                    36.00           34.4469                   1
         13805.8 1.956100E+05   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)9f_4Fo                    28.00           34.4476                   1
         12929.4 4.263200E+05   8         2             33.55           28.0000          0 2s2_2p2(3Pe)6d_4Fe        2s2_2p2(3Pe)10p_4Do                   20.00           34.5084                   1
